Date,mean
2007-07-30 00:00:00,6.969431292
2007-07-31 00:00:00,4.285405021
2007-08-01 00:00:00,8.15961416
2007-08-02 00:00:00,3.586123371
2007-08-03 00:00:00,5.317090269
2007-08-04 00:00:00,17.72425517
2007-08-05 00:00:00,3.43595463
2007-08-06 00:00:00,8.184386914
2007-08-07 00:00:00,2.225747969
2007-08-08 00:00:00,1.263592317
2007-08-09 00:00:00,0.466845225
2007-08-10 00:00:00,0.232548721
2007-08-11 00:00:00,5.580614321
2007-08-12 00:00:00,1.904144787
2007-08-13 00:00:00,6.605656811
2007-08-14 00:00:00,6.324866865
2007-08-15 00:00:00,3.085156166
2007-08-16 00:00:00,7.018284994
2007-08-17 00:00:00,4.981238326
2007-08-18 00:00:00,6.408382988
2007-08-19 00:00:00,2.947378686
2007-08-20 00:00:00,3.251468038
2007-08-21 00:00:00,1.830431497
2007-08-22 00:00:00,1.028427309
2007-08-23 00:00:00,0.446700537
2007-08-24 00:00:00,3.055070888
2007-08-25 00:00:00,3.561086778
2007-08-26 00:00:00,1.098963191
2007-08-27 00:00:00,1.715867947
2007-08-28 00:00:00,11.07795211
2007-08-29 00:00:00,2.432505359
2007-08-30 00:00:00,2.074775776
2007-08-31 00:00:00,2.402157712
2007-09-01 00:00:00,5.747647489
2007-09-02 00:00:00,9.872342655
2007-09-03 00:00:00,2.37850711
2007-09-04 00:00:00,12.87616357
2007-09-05 00:00:00,5.187947007
2007-09-06 00:00:00,0.978077489
2007-09-07 00:00:00,0.961697328
2007-09-08 00:00:00,1.634189579
2007-09-09 00:00:00,2.097367433
2007-09-10 00:00:00,0.077183032
2007-09-11 00:00:00,0.988824424
2007-09-12 00:00:00,0
2007-09-13 00:00:00,0.537072318
2007-09-14 00:00:00,0.956602553
2007-09-15 00:00:00,1.208161464
2007-09-16 00:00:00,2.792627267
2007-09-17 00:00:00,4.871428822
2007-09-18 00:00:00,1.313323263
2007-09-19 00:00:00,1.76856745
2007-09-20 00:00:00,0.327713352
2007-09-21 00:00:00,0.659326022
2007-09-22 00:00:00,1.854992538
2007-09-23 00:00:00,3.425745849
2007-09-24 00:00:00,0.10782754
2007-09-25 00:00:00,0.444822984
2007-09-26 00:00:00,1.108810128
2007-09-27 00:00:00,1.679187326
2007-09-28 00:00:00,0.976962692
2007-09-29 00:00:00,2.975443119
2007-09-30 00:00:00,0.170235465
2007-10-01 00:00:00,0.966472598
2007-10-02 00:00:00,1.806531162
2007-10-03 00:00:00,4.809105254
2007-10-04 00:00:00,17.43058786
2007-10-05 00:00:00,2.32006034
2007-10-06 00:00:00,4.75730521
2007-10-07 00:00:00,3.144775983
2007-10-08 00:00:00,2.136529447
2007-10-09 00:00:00,1.014804503
2007-10-10 00:00:00,0.020220734
2007-10-11 00:00:00,0.107685823
2007-10-12 00:00:00,7.841036731
2007-10-13 00:00:00,3.396923974
2007-10-14 00:00:00,2.03337781
2007-10-15 00:00:00,4.420704013
2007-10-16 00:00:00,9.88358779
2007-10-17 00:00:00,0
2007-10-18 00:00:00,4.458034589
2007-10-19 00:00:00,0.932422719
2007-10-20 00:00:00,3.43676974
2007-10-21 00:00:00,1.424732329
2007-10-22 00:00:00,0.24822079
2007-10-23 00:00:00,2.007653245
2007-10-24 00:00:00,6.384288708
2007-10-25 00:00:00,4.302807638
2007-10-26 00:00:00,0.098524021
2007-10-27 00:00:00,2.011848173
2007-10-28 00:00:00,0.198824
